name,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating
Crusader: No Remorse,0.03,0.02,0.0,0.0,0.05,,,,,
Billy the Wizard: Rocket Broomstick Racing,0.04,0.0,0.0,0.0,0.05,,,0.3,4,E
Ys: The Ark of Napishtim,0.04,0.0,0.0,0.0,0.05,64,29,7.3,13,E10+
Black & Bruised,0.04,0.01,0.0,0.0,0.05,,,,,
Winter Sports 3: The Great Tournament,0.02,0.02,0.0,0.0,0.05,,,,,
Pro Evolution Soccer 2017,0.01,0.03,0.0,0.0,0.05,87,12,6.1,84,E
FIFA Soccer 10,0.0,0.04,0.0,0.01,0.05,72,14,3.8,59,E
Jewel Quest 5: The Sleepless Star,0.02,0.02,0.0,0.01,0.05,,,,,
World Series of Poker: Tournament of Champions 2007 Edition,0.04,0.0,0.0,0.0,0.05,,,,,
Tom Clancy's Rainbow Six: Lockdown,0.04,0.01,0.0,0.0,0.05,72,8,7.8,5,M
Yoru no Nai Kuni,0.0,0.0,0.05,0.0,0.05,,,,,
Full Spectrum Warrior: Ten Hammers,0.03,0.01,0.0,0.0,0.05,69,27,tbd,,M
Puyo Puyo Tetris,0.0,0.0,0.05,0.0,0.05,,,,,
The Sims,0.01,0.03,0.0,0.01,0.05,92,38,7.9,451,T
Turok: Dinosaur Hunter,0.0,0.0,0.05,0.0,0.05,,,,,
MiniCopter: Adventure Flight,0.04,0.0,0.0,0.0,0.05,,,tbd,,E
FIFA Manager 12,0.0,0.03,0.0,0.01,0.05,72,11,3.9,24,E
Balloon Pop,0.04,0.0,0.0,0.0,0.05,,,tbd,,E
Gitaroo Man,0.02,0.02,0.0,0.01,0.05,82,21,8.7,25,E
Taiko no Tatsujin Portable 2,0.0,0.0,0.05,0.0,0.05,,,,,
Super Bubble Pop,0.04,0.01,0.0,0.0,0.05,54,12,tbd,,E
Apassionata: Die Galanacht der Pferde,0.0,0.04,0.0,0.01,0.05,,,,,
Battleship / Connect Four / Sorry! / Trouble,0.04,0.0,0.0,0.0,0.05,,,,,
Time Travelers,0.0,0.0,0.05,0.0,0.05,,,,,
Amnesia Later,0.0,0.0,0.05,0.0,0.05,,,,,
World Championship Poker: Featuring Howard Lederer - All In,0.04,0.0,0.0,0.0,0.05,,,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,0.04,0.0,0.0,0.0,0.05,,,6.1,13,E10+
Crazy Chicken: Atlantis Quest,0.04,0.0,0.0,0.0,0.05,,,,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0.0,0.0,0.05,0.0,0.05,,,,,
Intellivision Lives!,0.03,0.01,0.0,0.0,0.05,,,,,
Test Drive Le Mans,0.03,0.02,0.0,0.0,0.05,,,,,
Counter Force,0.04,0.0,0.0,0.0,0.05,,,tbd,,E10+
Centipede: Infestation,0.04,0.0,0.0,0.0,0.05,,,tbd,,E10+
Cabela's Trophy Bucks,0.04,0.0,0.0,0.0,0.05,39,4,3,4,T
XCOM 2,0.02,0.02,0.0,0.0,0.05,87,17,8.1,40,T
Yaiba: Ninja Gaiden Z,0.03,0.01,0.0,0.0,0.05,50,20,5.3,43,M
Hero Bank 2,0.0,0.0,0.05,0.0,0.05,,,,,
Rock of the Dead,0.04,0.0,0.0,0.0,0.05,48,7,4.8,4,T
Monster Jam: Maximum Destruction,0.04,0.01,0.0,0.0,0.05,,,,,
Big Air Freestyle,0.04,0.01,0.0,0.0,0.05,56,12,tbd,,T
To Love-Ru Trouble Darkness: Battle Ecstasy,0.0,0.0,0.05,0.0,0.05,,,,,
The Lost Treasures of Alexandria,0.0,0.04,0.0,0.01,0.05,,,,,
Rimo-Cocoron,0.0,0.0,0.05,0.0,0.05,,,,,
Mike Tyson Heavyweight Boxing,0.03,0.01,0.0,0.0,0.05,37,13,tbd,,T
Code Lyoko,0.03,0.01,0.0,0.0,0.05,63,11,6.8,13,E10+
The Berenstain Bears and the Spooky Old Tree,0.03,0.01,0.0,0.0,0.05,,,,,
12-Sai. Koisuru Diary,0.0,0.0,0.05,0.0,0.05,,,,,
Pool Party,0.04,0.0,0.0,0.0,0.05,32,13,0.7,6,E
Rapala Fishing Frenzy 2009,0.04,0.0,0.0,0.0,0.05,41,5,7.2,6,E
Hakuouki: Bakumatsu Musou Roku,0.0,0.0,0.05,0.0,0.05,,,,,
Hiiro no Kakera DS,0.0,0.0,0.05,0.0,0.05,,,,,
Company of Heroes,0.0,0.04,0.0,0.01,0.05,93,55,8.8,1128,M
Arcana Famiglia: La storia della Aracana Famiglia,0.0,0.0,0.05,0.0,0.05,,,,,
Wonder World Amusement Park,0.04,0.0,0.0,0.0,0.05,37,9,4.5,4,E
Jonah Lomu Rugby Challenge,0.0,0.04,0.0,0.01,0.05,,,,,
Atelier Ayesha: The Alchemist of Dusk,0.0,0.0,0.05,0.0,0.05,,,,,
The Misadventures of Tron Bonne,0.03,0.02,0.0,0.0,0.05,,,,,
Just Dance 2017,0.01,0.03,0.0,0.01,0.05,,,tbd,,E10+
Ride 2,0.0,0.04,0.0,0.01,0.05,71,19,8,12,E
Wing Island,0.03,0.01,0.01,0.0,0.05,47,32,4.9,8,E
Silent Hunter: Wolves of the Pacific,0.0,0.04,0.0,0.01,0.05,79,22,6.9,40,T
Brave Story: New Traveller (jp sales),0.0,0.0,0.05,0.0,0.05,,,,,
Black Jack vs. Matsudajun,0.03,0.02,0.0,0.0,0.05,,,,,
Clever Kids: Creepy Crawlies,0.0,0.04,0.0,0.0,0.05,,,,,
Wrath Unleashed,0.03,0.01,0.0,0.0,0.05,69,32,7,4,T
March of the Penguins,0.04,0.0,0.0,0.0,0.05,34,8,1.7,6,E
Professor Heinz Wolff's Gravity,0.04,0.0,0.0,0.0,0.05,53,9,tbd,,E
Garou Densetsu 3: Road to the Final Victory,0.0,0.0,0.05,0.0,0.05,,,,,
Lips: Deutsche Partyknaller,0.0,0.04,0.0,0.01,0.05,,,,,
Boing! Docomodake DS,0.04,0.0,0.0,0.0,0.05,,,,,
Bleach: Soul Carnival,0.0,0.0,0.05,0.0,0.05,,,,,
Double Dragon Advance,0.03,0.01,0.0,0.0,0.05,75,21,8.4,5,T
Toukiden Kiwami,0.0,0.0,0.05,0.0,0.05,,,,,
Gummy Bears Mini Golf,0.04,0.0,0.0,0.0,0.05,,,,,
Resident Evil Director's Cut,0.0,0.0,0.05,0.0,0.05,,,,,
Color Cross,0.04,0.0,0.0,0.0,0.05,72,6,tbd,,E
Sesame Street: Elmo's A-to-Zoo Adventure,0.04,0.0,0.0,0.0,0.05,,,tbd,,EC
The Bible Game,0.03,0.01,0.0,0.0,0.05,60,6,2.7,13,E
Bubble Bobble Revolution,0.04,0.0,0.0,0.0,0.05,38,19,6.2,6,E
Inspector Gadget: Gadget's Crazy Maze,0.03,0.02,0.0,0.0,0.05,,,,,
World Fantasista,0.0,0.0,0.05,0.0,0.05,,,,,
Yager,0.03,0.01,0.0,0.0,0.05,70,19,9.3,9,T
River City Soccer Hooligans,0.04,0.0,0.01,0.0,0.05,,,tbd,,T
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,0.0,0.0,0.05,0.0,0.05,,,,,
Cocoto Kart Racer,0.04,0.0,0.0,0.0,0.05,,,tbd,,E
Root Letter,0.0,0.03,0.01,0.01,0.05,78,6,7.8,6,M
Futurama,0.03,0.01,0.0,0.0,0.05,58,21,6.9,14,T
Supreme Commander,0.0,0.04,0.0,0.01,0.05,86,44,8.3,263,E10+
Pool Hall Pro,0.04,0.0,0.0,0.0,0.05,62,5,5.3,4,E
Wolfenstein,0.01,0.03,0.0,0.01,0.05,74,41,7.3,261,M
Cesar Millan's Dog Whisperer,0.04,0.0,0.0,0.0,0.05,,,8.6,9,E
Nazo Waku Yakata: Oto no Ma ni Ma ni,0.0,0.0,0.05,0.0,0.05,,,,,
Choro Q 64 2: Hacha Mecha Grand Prix Race,0.0,0.0,0.05,0.0,0.05,,,,,
Microsoft Train Simulator,0.0,0.04,0.0,0.01,0.05,84,16,8.4,21,E
Activision Anthology,0.03,0.01,0.0,0.0,0.05,79,13,tbd,,E
Mahjong 3D: Warriors of the Emperor,0.0,0.04,0.0,0.0,0.05,,,tbd,,E
Wayne Gretzky's 3D Hockey '98,0.03,0.02,0.0,0.0,0.05,,,,,
Hakuouki SSL: Sweet School Life,0.0,0.0,0.05,0.0,0.05,,,,,
Resident Evil 6,0.04,0.0,0.0,0.0,0.05,63,12,6.3,34,M
Max & the Magic Marker,0.0,0.04,0.0,0.0,0.05,,,,,
Trigger Man,0.03,0.01,0.0,0.0,0.05,31,5,tbd,,T
Assassin's Creed: Altair's Chronicles,0.03,0.01,0.0,0.0,0.05,58,30,6.3,30,T
Kimi ni Todoke: Tsutaeru Kimochi,0.0,0.0,0.05,0.0,0.05,,,,,
Nora to Koku no Koubou: Kiri no Mori no Majo,0.0,0.0,0.05,0.0,0.05,,,,,
Bad Boys: Miami Takedown,0.03,0.01,0.0,0.0,0.05,35,11,2,9,M
Hitman (2016),0.0,0.04,0.0,0.01,0.05,,,,,
Short Track Racing: Trading Paint,0.02,0.02,0.0,0.01,0.05,,,tbd,,E
Atelier Escha & Logy: Alchemists of the Dusk Sky,0.0,0.0,0.05,0.0,0.05,,,,,
Fantastic Four: Rise of the Silver Surfer,0.04,0.01,0.0,0.0,0.05,39,16,5.9,15,T
Galaxy Racers,0.04,0.0,0.0,0.0,0.05,,,tbd,,E
Game no Kanzume Vol 1,0.0,0.0,0.04,0.0,0.05,,,,,
Rat Attack!,0.03,0.02,0.0,0.0,0.04,,,,,
Black Mirror 2,0.0,0.04,0.0,0.01,0.04,,,,,
Pony Friends,0.0,0.04,0.0,0.01,0.04,67,8,6.6,12,E
Danny Phantom: Urban Jungle,0.04,0.0,0.0,0.0,0.04,,,,,
Summon Night Craft Sword Monogatari: Hajimari no Ishi,0.0,0.0,0.04,0.0,0.04,,,,,
Sotsugyou II: Neo Generation,0.0,0.0,0.04,0.0,0.04,,,,,
Forza Motorsport 3: Ultimate Edition,0.0,0.04,0.0,0.01,0.04,,,,,
The King of Fighters 2002: Unlimited Match,0.0,0.0,0.04,0.0,0.04,,,,,
Looney Tunes: Cartoon Conductor,0.04,0.0,0.0,0.0,0.04,67,17,tbd,,E
Art of Fighting Anthology,0.02,0.02,0.0,0.01,0.04,60,19,7,4,T
Ford Bold Moves Street Racing,0.04,0.0,0.0,0.0,0.04,52,19,tbd,,E
Sébastien Loeb Rally Evo,0.0,0.04,0.0,0.01,0.04,71,28,8.1,73,E
The Tale of Despereaux,0.04,0.0,0.0,0.0,0.04,,,tbd,,E10+
Lux-Pain,0.04,0.0,0.0,0.0,0.04,48,33,6.2,18,T
Rapala Trophies,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Phoenix Wright: Revived Turnabout,0.0,0.0,0.04,0.0,0.04,,,,,
Mana Khemia: Alchemists of Al-Revis (JP sales),0.0,0.0,0.04,0.0,0.04,,,,,
Active Life: Magical Carnival,0.03,0.01,0.0,0.0,0.04,,,tbd,,E
National Geographic Panda (US sales),0.04,0.0,0.0,0.0,0.04,,,,,
The Hustle: Detroit Streets,0.02,0.02,0.0,0.01,0.04,46,5,tbd,,T
Tomoyo After: It's a Wonderful Life CS Edition,0.0,0.0,0.04,0.0,0.04,,,,,
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,0.0,0.0,0.04,0.0,0.04,,,,,
Guilty Gear XX Accent Core,0.0,0.0,0.04,0.0,0.04,77,9,8.3,16,T
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,0.0,0.0,0.04,0.0,0.04,,,,,
Cheer We Go!,0.04,0.0,0.0,0.0,0.04,,,,,
Monster High: New Ghoul in School,0.0,0.04,0.0,0.0,0.04,,,tbd,,E
Millipede / Super Breakout / Lunar Lander,0.03,0.01,0.0,0.0,0.04,,,tbd,,E
Grey's Anatomy: The Video Game,0.03,0.01,0.0,0.0,0.04,,,7.5,4,T
Mafia,0.0,0.04,0.0,0.01,0.04,88,27,9.1,863,M
Disney's Donald Duck: Goin' Quackers,0.03,0.01,0.0,0.0,0.04,61,7,3,4,E
World Trigger: Borderless Mission,0.0,0.0,0.04,0.0,0.04,,,,,
Assault Rigs,0.02,0.02,0.0,0.0,0.04,,,,,
Yes! PreCure 5,0.0,0.0,0.04,0.0,0.04,,,,,
Operation Flashpoint: Elite,0.03,0.01,0.0,0.0,0.04,64,24,8.3,27,T
Candace Kane's Candy Factory,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Fantastic Four: Rise of the Silver Surfer,0.04,0.0,0.0,0.0,0.04,35,8,4.8,13,E10+
Nanda's Island,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Virtua Tennis 3,0.03,0.01,0.0,0.0,0.04,80,34,6.8,26,E
"Roswell Conspiracies: Aliens, Myths & Legends",0.02,0.02,0.0,0.0,0.04,,,,,
Front Mission,0.01,0.0,0.03,0.0,0.04,72,19,8.9,9,E10+
Sushi Go-Round,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
World Championship Spelling,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Sekai no Gohan Shaberu! DS Oryouri Navi,0.0,0.0,0.04,0.0,0.04,,,,,
Tropico 3,0.0,0.04,0.0,0.01,0.04,79,48,8.1,184,T
Boktai 2: Solar Boy Django,0.03,0.01,0.0,0.0,0.04,78,20,8.5,11,T
Life is Strange,0.01,0.04,0.0,0.0,0.04,83,15,8.6,1620,M
Angelique Duet,0.0,0.0,0.04,0.0,0.04,,,,,
Nobunaga's Ambition (3DS),0.0,0.0,0.04,0.0,0.04,,,,,
Jewel Master: Cradle Of Rome 2,0.0,0.04,0.0,0.01,0.04,,,,,
Shin Fortune Quest: Sokutaku no Kishi,0.0,0.0,0.04,0.0,0.04,,,,,
Tsumiki: Block Drop Mania,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Crushed Baseball,0.03,0.01,0.0,0.0,0.04,,,tbd,,E
Dark Arena,0.03,0.01,0.0,0.0,0.04,65,17,tbd,,T
Kamen Rider: Battride War Genesis,0.0,0.0,0.04,0.0,0.04,,,,,
Heatseeker,0.04,0.0,0.0,0.0,0.04,49,7,tbd,,T
Family Fortunes,0.0,0.04,0.0,0.0,0.04,,,,,
TOCA Race Driver 2,0.03,0.01,0.0,0.0,0.04,,,8.3,6,T
My Body Coach,0.0,0.04,0.0,0.0,0.04,,,,,
Shaun the Sheep,0.04,0.0,0.0,0.0,0.04,58,5,tbd,,E
Battlezone,0.02,0.02,0.0,0.01,0.04,66,39,7,31,T
I.Q. Remix+: Intelligent Qube,0.0,0.0,0.04,0.0,0.04,,,,,
Growlanser,0.0,0.0,0.04,0.0,0.04,,,,,
Card Fight!! Vanguard G: Stride to Victory!!,0.0,0.0,0.04,0.0,0.04,,,,,
Trollz: Hair Affair!,0.03,0.01,0.0,0.0,0.04,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,0.0,0.0,0.04,0.0,0.04,,,,,
Grand Slam,0.02,0.02,0.0,0.0,0.04,,,,,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,0.0,0.0,0.04,0.0,0.04,,,,,
The King of Fighters 2000,0.0,0.0,0.04,0.0,0.04,,,,,
Hyperdimension Neptunia mk2,0.0,0.0,0.04,0.0,0.04,,,,,
Pro Evolution Soccer 2016,0.0,0.04,0.0,0.0,0.04,76,12,4.3,286,E
The Dark Spire,0.04,0.0,0.0,0.0,0.04,69,23,7.7,21,E10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.03,0.01,0.0,0.0,0.04,55,14,6,38,T
Puyo Puyo Tetris,0.0,0.0,0.04,0.0,0.04,,,,,
D.C.F.S.: Da Capo Four Seasons,0.0,0.0,0.04,0.0,0.04,,,,,
RollerCoaster Tycoon,0.02,0.02,0.0,0.01,0.04,,,,,E
Runaway: A Twist of Fate,0.0,0.04,0.0,0.01,0.04,79,15,8.2,40,T
Disney's Meet the Robinsons,0.03,0.01,0.0,0.0,0.04,68,5,tbd,,E10+
Hanayori Danshi: Koi Seyo Onago,0.0,0.0,0.04,0.0,0.04,,,,,
Refrain no Chika Meikyuu to Majo no Ryodan,0.0,0.0,0.04,0.0,0.04,,,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,0.0,0.0,0.04,0.0,0.04,,,,,
Disney Planes Fire & Rescue,0.0,0.04,0.0,0.0,0.04,,,,,
Sonic the Hedgehog 2 (8-bit),0.0,0.0,0.04,0.0,0.04,,,,,
FlatOut 2,0.03,0.01,0.0,0.0,0.04,73,38,7.3,8,T
Gem Smashers,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Rogue Trooper,0.02,0.02,0.0,0.01,0.04,71,37,8.2,9,T
Backyard Baseball '09,0.04,0.0,0.0,0.0,0.04,37,4,7.8,5,E
Spy Fiction,0.02,0.02,0.0,0.01,0.04,61,33,tbd,,M
Justice League: Chronicles,0.03,0.01,0.0,0.0,0.04,43,7,tbd,,E
Tom Clancy's HAWX,0.0,0.03,0.0,0.01,0.04,70,23,7.3,125,T
Enemy Front,0.02,0.02,0.0,0.0,0.04,35,8,5.8,78,M
Doko Demo Issho: Let's Gakkou!,0.0,0.0,0.04,0.0,0.04,,,,,
Conflict: Desert Storm II - Back to Bagdhad,0.03,0.01,0.0,0.0,0.04,,,,,
Honda ATV Fever,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Top Gun,0.04,0.0,0.0,0.0,0.04,48,8,tbd,,E10+
M&M's Beach Party,0.04,0.0,0.0,0.0,0.04,,,,,
B's-LOG Party♪,0.0,0.0,0.04,0.0,0.04,,,,,
King Arthur,0.03,0.01,0.0,0.0,0.04,60,14,tbd,,T
Chicken Shoot,0.03,0.01,0.0,0.0,0.04,,,,,
Shantae and the Pirate's Curse,0.01,0.0,0.03,0.0,0.04,82,18,8.5,86,E10+
Yowamushi Pedal,0.0,0.0,0.04,0.0,0.04,,,,,
Dai Senryaku VII: Modern Military Tactics,0.03,0.01,0.0,0.0,0.04,74,11,8.8,6,E
White Album 2: Shiawase no Mukougawa,0.0,0.0,0.04,0.0,0.04,,,,,
Monster Trux Arenas: Special Edition,0.04,0.0,0.0,0.0,0.04,,,,,
Avatar: The Game,0.0,0.04,0.0,0.01,0.04,,,,,
Go Go Ackman 3,0.0,0.0,0.04,0.0,0.04,,,,,
Advance Guardian Heroes,0.03,0.01,0.0,0.0,0.04,65,25,tbd,,E
Castle of Shikigami III,0.04,0.0,0.0,0.0,0.04,67,9,7.6,9,T
Nobunaga's Ambition: Sphere of Influence,0.03,0.0,0.0,0.01,0.04,80,20,8.1,46,T
FIFA Street 2,0.04,0.0,0.0,0.0,0.04,43,5,7.5,4,E
Star X,0.03,0.01,0.0,0.0,0.04,60,10,tbd,,E
City Life: World Edition,0.0,0.04,0.0,0.0,0.04,75,7,8.2,9,E
The King of Fighters Kyo,0.0,0.0,0.04,0.0,0.04,,,,,
Record of Agarest War: Marriage,0.0,0.0,0.04,0.0,0.04,,,,,
San-X Land: Theme Park de Asobou!,0.0,0.0,0.04,0.0,0.04,,,,,
Corpse Party: Book of Shadows,0.0,0.0,0.04,0.0,0.04,67,23,8.2,50,M
428: Fuusa Sareta Shibuya de,0.0,0.0,0.04,0.0,0.04,,,,,
Starry ? Sky: After Spring,0.0,0.0,0.04,0.0,0.04,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,0.0,0.0,0.04,0.0,0.04,,,,,
Mechanic Escape,0.0,0.0,0.04,0.0,0.04,,,,,
Battle vs. Chess,0.0,0.03,0.0,0.01,0.04,,,,,T
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,0.0,0.0,0.04,0.0,0.04,,,,,
WarTech: Senko no Ronde,0.04,0.0,0.0,0.0,0.04,60,33,6.1,7,T
Twilight Syndrome: Kinjiratera Toshi Densetsu,0.0,0.0,0.04,0.0,0.04,,,,,
True Love Story 3,0.0,0.0,0.04,0.0,0.04,,,,,
Jerry Rice and Nitus' Dog Football,0.04,0.0,0.0,0.0,0.04,,,,,
Little Battlers eXperience W,0.0,0.0,0.04,0.0,0.04,,,,,
The Smurfs,0.02,0.02,0.0,0.0,0.04,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.01,0.03,0.0,0.0,0.04,,,4.3,16,T
Strike Force Bowling,0.03,0.01,0.0,0.0,0.04,54,10,tbd,,E
IL-2 Sturmovik: 1946,0.0,0.04,0.0,0.01,0.04,86,9,8.8,115,T
Chessmaster,0.03,0.01,0.0,0.0,0.04,76,5,tbd,,E
Blood Will Tell: Tezuka Osamu's Dororo,0.02,0.02,0.0,0.01,0.04,,,,,
Coraline,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Red Ninja: End of Honor,0.02,0.02,0.0,0.01,0.04,47,17,5,7,M
Praetorians,0.0,0.04,0.0,0.0,0.04,78,23,8.2,38,T
Kids Learn Music A+ Edition,0.04,0.0,0.0,0.0,0.04,,,,,
The Wolf Among Us,0.03,0.0,0.0,0.01,0.04,,,8.4,29,M
Smash Court Tennis 3,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,E
Kanuchi: Shiroki Tsubasa no Shou,0.0,0.0,0.04,0.0,0.04,,,,,
SX Superstar,0.03,0.01,0.0,0.0,0.04,53,17,tbd,,T
Katekyoo Hitman Reborn! Battle Arena,0.0,0.0,0.04,0.0,0.04,,,,,
LEGO Friends,0.0,0.04,0.0,0.0,0.04,43,4,8.3,4,E
Saint Seiya: The Hades,0.0,0.0,0.04,0.0,0.04,,,,,
Saki Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Naruto Shippuuden: Shinobi Retsuden III,0.0,0.0,0.04,0.0,0.04,,,,,
Guild Wars Trilogy,0.0,0.03,0.0,0.01,0.04,,,8.8,8,T
SPRay,0.04,0.0,0.0,0.0,0.04,42,16,4.5,6,E10+
Outlaw Tennis,0.03,0.01,0.0,0.0,0.04,66,45,7.7,6,M
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,0.0,0.0,0.04,0.0,0.04,,,,,
Saint Seiya: Soldiers' Soul,0.0,0.0,0.04,0.0,0.04,,,6.3,4,T
Nike+ Kinect Training,0.02,0.01,0.0,0.0,0.04,,,,,
No Rules: Get Phat,0.03,0.01,0.0,0.0,0.04,,,,,
Star Ocean 5: Integrity and Faithlessness,0.0,0.0,0.04,0.0,0.04,,,,,
Brothers: A Tale of Two Sons,0.03,0.01,0.0,0.0,0.04,81,6,8.9,26,T
NHL Legacy,0.03,0.0,0.0,0.01,0.04,,,,,
Battle Rage,0.04,0.0,0.0,0.0,0.04,,,,,
Attack of the Movies 3D,0.04,0.0,0.0,0.0,0.04,38,8,1.7,10,T
The History Channel: Great Battles - Medieval,0.0,0.03,0.0,0.01,0.04,,,,,
Igor: The Game,0.04,0.0,0.0,0.0,0.04,43,4,tbd,,E
Zombi Daisuki,0.0,0.0,0.04,0.0,0.04,,,,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,0.0,0.0,0.04,0.0,0.04,,,,,
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",0.0,0.0,0.04,0.0,0.04,,,,,
Sea Monsters: A Prehistoric Adventure,0.04,0.0,0.0,0.0,0.04,,,tbd,,E10+
Get Up and Dance,0.03,0.0,0.0,0.0,0.04,,,tbd,,T
Secret Files: Tunguska,0.0,0.04,0.0,0.0,0.04,66,26,7.4,38,T
The Monkey King: The Legend Begins,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
The Invincible Iron Man,0.03,0.01,0.0,0.0,0.04,68,9,tbd,,E
NASCAR 07,0.03,0.01,0.0,0.0,0.04,72,26,7,4,E
Dance Dance Revolution Disney Mix,0.02,0.02,0.0,0.0,0.04,74,7,8.3,13,E
Casual Mania!,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Maken Shao: Demon Sword,0.0,0.0,0.04,0.0,0.04,,,,,
Scaler,0.03,0.01,0.0,0.0,0.04,69,25,tbd,,E
Super Robot Taisen OG Infinite Battle,0.0,0.0,0.04,0.0,0.04,,,,,
BeatMania IIDX 16: Empress + Premium Best,0.0,0.0,0.04,0.0,0.04,,,,,
Emergency Room: Real Life Rescues,0.04,0.0,0.0,0.0,0.04,,,tbd,,T
FIFA Soccer 2003 (weekly jp sales),0.0,0.0,0.04,0.0,0.04,,,,,
High Heat Baseball 2002,0.02,0.02,0.0,0.0,0.04,,,,,
Nitroplus Blasterz: Heroines Infinite Duel,0.01,0.0,0.02,0.0,0.04,70,33,6.9,28,T
Puyo Pop Fever,0.0,0.0,0.04,0.0,0.04,68,9,,,
Thrillville: Off the Rails,0.03,0.01,0.0,0.0,0.04,59,6,6.2,5,E
Hana to Ikimo no Rittai Zukan,0.0,0.0,0.04,0.0,0.04,,,,,
Bloody Roar Extreme,0.03,0.01,0.0,0.0,0.04,61,22,8.6,9,T
Clockwork Empires,0.0,0.04,0.0,0.0,0.04,58,7,3.8,5,RP
Split/Second,0.0,0.04,0.0,0.01,0.04,79,18,8.2,116,E10+
Tennis Masters Series 2003,0.03,0.01,0.0,0.0,0.04,67,10,tbd,,E
Resident Evil 6,0.0,0.04,0.0,0.0,0.04,69,18,5.9,868,M
Amagami,0.0,0.0,0.04,0.0,0.04,,,,,
Dead Head Fred,0.04,0.0,0.0,0.0,0.04,75,30,7.3,23,M
MLB SlugFest 20-04,0.03,0.01,0.0,0.0,0.04,76,14,tbd,,E
Pocket Pool,0.04,0.0,0.0,0.0,0.04,37,19,tbd,,M
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,0.0,0.0,0.04,0.0,0.04,,,,,
Lise no Atelier: Ordre no Renkinjutsushi,0.0,0.0,0.04,0.0,0.04,,,,,
Myth Makers: Trixie in Toyland,0.04,0.0,0.0,0.0,0.04,,,0.2,5,E
Arcana Heart 3,0.02,0.0,0.02,0.01,0.04,,,,,
Torino 2006,0.03,0.01,0.0,0.0,0.04,,,,,
Amnesia,0.0,0.0,0.04,0.0,0.04,,,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,0.0,0.0,0.04,0.0,0.04,,,,,
Metal Slug 4 & 5,0.03,0.01,0.0,0.0,0.04,,,,,
Great Battle Full Blast,0.0,0.0,0.04,0.0,0.04,,,,,
Ride to Hell,0.02,0.01,0.0,0.01,0.04,13,4,1,218,M
Need for Speed: ProStreet,0.0,0.04,0.0,0.01,0.04,70,18,5.9,163,E10+
Digimon Rumble Arena 2,0.03,0.01,0.0,0.0,0.04,71,5,8.1,7,T
NCIS,0.01,0.02,0.0,0.01,0.04,,,tbd,,T
Doki Doki! PreCure Narikiri Life!,0.0,0.0,0.04,0.0,0.04,,,,,
Gravity Falls: Legend of the Gnome Gemulets,0.03,0.0,0.0,0.0,0.04,46,4,5.8,10,E
Rodea the Sky Soldier,0.03,0.0,0.0,0.0,0.04,45,7,5.6,37,E10+
Major League Baseball 2K12,0.04,0.0,0.0,0.0,0.04,,,5.7,15,E
Watashi no Relaxuma,0.0,0.0,0.04,0.0,0.04,,,,,
Phantom Kingdom Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Pac-Man World Rally,0.04,0.0,0.0,0.0,0.04,51,9,tbd,,E
Way of the Samurai 2 Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Challenge Me: Maths Workout,0.04,0.0,0.0,0.0,0.04,,,,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,0.0,0.0,0.04,0.0,0.04,,,,,
Hellboy: The Science of Evil,0.04,0.0,0.0,0.0,0.04,42,14,7.1,13,T
Mortimer Beckett and the Secrets of Spooky Manor,0.04,0.0,0.0,0.0,0.04,56,4,tbd,,E
